course_id,course_semester,course_subject_id,course_name_ch,course_name_en,course_teacher,course_credit,course_begin_time,course_end_time,course_weekday,location_id,course_dept,course_type,general_category,central_general,course_maxnum
,,031010021,國文－現代詩歌,Chinese -Readings of,謝獻誼,3.0,fri09-12 fri 09 10 11,,,資訊140207,中文系,群/Partially,,否/No,
,,031011011,國文－現代散文,Readings of Selected,李錦昌,3.0,mon13-16 mon 13 14 15,,,季陶340516,中文系,群/Partially,,否/No,
,,031011021,國文－現代散文,Readings of Selected,李錦昌,3.0,fri09-12 fri 09 10 11,,,綜合270205,中文系,群/Partially,,否/No,
,,031011031,國文－現代散文,Readings of Selected,施慧敏,3.0,mon13-16 mon 13 14 15,,,季陶340409,中文系,群/Partially,,否/No,
,,031011041,國文－現代散文,Readings of Selected,施慧敏,3.0,fri09-12 fri 09 10 11,,,資訊140208,中文系,群/Partially,,否/No,
,,031012011,國文－現代小說,Readings of Selected,陳碩文,3.0,fri09-12 fri 09 10 11,,,研究250202,中文系,群/Partially,,否/No,
,,031013011,國文－臺灣文學,Readings of Selected,詹宜穎,3.0,tue13-16 tue 13 14 15,,,綜合270201,中文系,群/Partially,,否/No,
,,031013021,國文－臺灣文學,Readings of Selected,詹宜穎,3.0,fri09-12 fri 09 10 11,,,資訊140305,中文系,群/Partially,,否/No,
,,031013031,國文－臺灣文學,Readings of Selected,徐禎苓,3.0,tue13-16 tue 13 14 15,,,,中文系,群/Partially,,否/No,
,,031013041,國文－臺灣文學,Readings of Selected,徐禎苓,3.0,fri09-12 fri 09 10 11,,,,中文系,群/Partially,,否/No,
,,031014011,國文－中國思想,Readings of Master,劉又銘,3.0,fri09-12 fri 09 10 11,,,研究250419,中文系,群/Partially,,否/No,
,,031014021,國文－中國思想,Readings of Master,林啟屏,3.0,fri09-12 fri 09 10 11,,,井塘020101,中文系,群/Partially,,否/No,
,,031014031,國文－中國思想,Readings of Master,周志煌,3.0,mon13-16 mon 13 14 15,,,季陶340302,中文系,群/Partially,,否/No,
,,031014041,國文－中國思想,Readings of Master,蕭裕民,3.0,mon13-16 mon 13 14 15,,,季陶340406,中文系,群/Partially,,否/No,
,,031014051,國文－中國思想,Readings of Master,鄭雯馨,3.0,fri09-12 fri 09 10 11,,,研究250305,中文系,群/Partially,,否/No,
,,031015011,國文─中國神話,Readings on Chinese,高莉芬,3.0,fri09-12 fri 09 10 11,,,研究250307,中文系,群/Partially,,否/No,
,,031017011,國文－中國語言,Readings of Master,林宏明,3.0,fri09-12 fri 09 10 11,,,百年330304,中文系,群/Partially,,否/No,
,,031017021,國文－中國語言,Readings of Master,洪燕梅,3.0,tue13-16 tue 13 14 15,,,研究250307,中文系,群/Partially,,否/No,
,,031017031,國文－中國語言,Readings of Master,呂昭明,3.0,mon13-16 mon 13 14 15,,,百年330406,中文系,群/Partially,,否/No,
,,031032011,國文,Chinese,宋韻珊,3.0,wed18-21 wed 18 19 20,,,研究250303,中文系,群/Partially,,否/No,
,,031033011,國文,Chinese,呂昭明,3.0,wed18-21 wed 18 19 20,,,研究250307,中文系,群/Partially,,否/No,
,,031219011,進階國文─大眾,Advanced Chinese -,蔡欣欣,3.0,wed16-19 wed 16 17 18,,,商館260312,中文系,群/Partially,,否/No,
,,032002011,大學英文（二）,College English II,陳佳琦,2.0,wed14-16 wed 14 15,,,季陶340402,外文中,群/Partially,,否/No,
,,032002021,大學英文（二）,College English II,郭曉蓉,2.0,wed14-16 wed 14 15,,,百年330304,外文中,群/Partially,,否/No,
,,032002031,大學英文（二）,College English II,金石平,2.0,wed14-16 wed 14 15,,,季陶340302,外文中,群/Partially,,否/No,
,,032002041,大學英文（二）,College English II,賴宇彤,2.0,wed14-16 wed 14 15,,,季陶340108,外文中,群/Partially,,否/No,
,,032002051,大學英文（二）,College English II,謝思蕾,2.0,wed14-16 wed 14 15,,,百年330406,外文中,群/Partially,,否/No,
,,032002061,大學英文（二）,College English II,張瀞文,2.0,wed14-16 wed 14 15,,,道藩320112,外文中,群/Partially,,否/No,
,,032002071,大學英文（二）,College English II,李寶莉,2.0,wed14-16 wed 14 15,,,季陶340516,外文中,群/Partially,,否/No,
,,032002081,大學英文（二）,College English II,蔣宜卿,2.0,wed14-16 wed 14 15,,,季陶340406,外文中,群/Partially,,否/No,
,,032002091,大學英文（二）,College English II,黃杏妃,2.0,wed14-16 wed 14 15,,,綜合270307,外文中,群/Partially,,否/No,
,,032002101,大學英文（二）,College English II,林翰儀,2.0,wed14-16 wed 14 15,,,資訊140208,外文中,群/Partially,,否/No,
,,032002111,大學英文（二）,College English II,蘇靖棻,2.0,wed14-16 wed 14 15,,,研究250424,外文中,群/Partially,,否/No,
,,032002121,大學英文（二）,College English II,戚大為,2.0,wed14-16 wed 14 15,,,研究250205,外文中,群/Partially,,否/No,
,,032002131,大學英文（二）,College English II,陳綉諭,2.0,wed14-16 wed 14 15,,,綜合270207,外文中,群/Partially,,否/No,
,,032002211,大學英文（二）,College English II,陳彩虹,2.0,fri14-16 fri 14 15,,,季陶340402,外文中,群/Partially,,否/No,
,,032002221,大學英文（二）,College English II,陳綉諭,2.0,fri14-16 fri 14 15,,,百年330103,外文中,群/Partially,,否/No,
,,032002231,大學英文（二）,College English II,崔正芳,2.0,fri14-16 fri 14 15,,,季陶340405,外文中,群/Partially,,否/No,
,,032002241,大學英文（二）,College English II,郭曉蓉,2.0,fri14-16 fri 14 15,,,百年330304,外文中,群/Partially,,否/No,
,,032002251,大學英文（二）,College English II,金石平,2.0,fri14-16 fri 14 15,,,季陶340302,外文中,群/Partially,,否/No,
,,032002261,大學英文（二）,College English II,賴宇彤,2.0,fri14-16 fri 14 15,,,百年330203,外文中,群/Partially,,否/No,
,,032002271,大學英文（二）,College English II,戚大為,2.0,fri14-16 fri 14 15,,,道藩320113,外文中,群/Partially,,否/No,
,,032002281,大學英文（二）,College English II,蘇靖棻,2.0,fri14-16 fri 14 15,,,百年330212,外文中,群/Partially,,否/No,
,,032002291,大學英文（二）,College English II,謝思蕾,2.0,fri14-16 fri 14 15,,,季陶340414,外文中,群/Partially,,否/No,
,,032002301,大學英文（二）,College English II,張瀞文,2.0,fri14-16 fri 14 15,,,道藩320112,外文中,群/Partially,,否/No,
,,032002411,大學英文（二）,College English II,張瀞文,2.0,tue14-16 tue 14 15,,,資訊140208,外文中,群/Partially,,否/No,
,,032002421,大學英文（二）,College English II,陳佳琦,2.0,tue14-16 tue 14 15,,,季陶340402,外文中,群/Partially,,否/No,
,,032002431,大學英文（二）,College English II,陳綉諭,2.0,tue14-16 tue 14 15,,,資訊140207,外文中,群/Partially,,否/No,
,,032002441,大學英文（二）,College English II,郭曉蓉,2.0,tue14-16 tue 14 15,,,研究250419,外文中,群/Partially,,否/No,
,,032002451,大學英文（二）,College English II,謝思蕾,2.0,tue14-16 tue 14 15,,,綜合270207,外文中,群/Partially,,否/No,
,,032002461,大學英文（二）,College English II,黃杏妃,2.0,tue14-16 tue 14 15,,,綜合270105,外文中,群/Partially,,否/No,
,,032002471,大學英文（二）,College English II,金石平,2.0,tue14-16 tue 14 15,,,季陶340405,外文中,群/Partially,,否/No,
,,032002481,大學英文（二）,College English II,賴宇彤,2.0,tue14-16 tue 14 15,,,資訊140305,外文中,群/Partially,,否/No,
,,032002491,大學英文（二）,College English II,戚大為,2.0,tue14-16 tue 14 15,,,研究250305,外文中,群/Partially,,否/No,
,,032002501,大學英文（二）,College English II,唐嘉蓉,2.0,tue14-16 tue 14 15,,,研究250106,外文中,群/Partially,,否/No,
,,032002511,大學英文（二）,College English II,蔡佳靜,2.0,tue14-16 tue 14 15,,,研究250309,外文中,群/Partially,,否/No,
,,032002521,大學英文（二）,College English II,陳雅莉,2.0,tue14-16 tue 14 15,,,研究250303,外文中,群/Partially,,否/No,
,,032002611,大學英文（二）,College English II,陳佳琦,2.0,thu10-12 thu 10 11,,,研究250303,外文中,群/Partially,,否/No,
,,032002621,大學英文（二）,College English II,陳綉諭,2.0,thu10-12 thu 10 11,,,綜合270207,外文中,群/Partially,,否/No,
,,032002631,大學英文（二）,College English II,崔正芳,2.0,thu10-12 thu 10 11,,,研究250308,外文中,群/Partially,,否/No,
,,032002641,大學英文（二）,College English II,郭曉蓉,2.0,thu10-12 thu 10 11,,,資訊140207,外文中,群/Partially,,否/No,
,,032002651,大學英文（二）,College English II,陳彩虹,2.0,thu10-12 thu 10 11,,,學思040104,外文中,群/Partially,,否/No,
,,032002661,大學英文（二）,College English II,蔣宜卿,2.0,thu10-12 thu 10 11,,,季陶340406,外文中,群/Partially,,否/No,
,,032002671,大學英文（二）,College English II,金石平,2.0,thu10-12 thu 10 11,,,季陶340402,外文中,群/Partially,,否/No,
,,032002681,大學英文（二）,College English II,鄺慧琪,2.0,thu10-12 thu 10 11,,,研究250307,外文中,群/Partially,,否/No,
,,032002691,大學英文（二）,College English II,賴宇彤,2.0,thu10-12 thu 10 11,,,資訊140305,外文中,群/Partially,,否/No,
,,032002701,大學英文（二）,College English II,戚大為,2.0,thu10-12 thu 10 11,,,研究250309,外文中,群/Partially,,否/No,
,,032002711,大學英文（二）,College English II,黃馨瑩,2.0,thu10-12 thu 10 11,,,綜合270307,外文中,群/Partially,,否/No,
,,032002721,大學英文（二）,College English II,謝瑤玲,2.0,thu10-12 thu 10 11,,,資訊140308,外文中,群/Partially,,否/No,
,,032002731,大學英文（二）,College English II,張瀞文,2.0,thu10-12 thu 10 11,,,資訊140307,外文中,群/Partially,,否/No,
,,032002811,大學英文（二）,College English II,唐嘉蓉,2.0,tue16-18 tue 16 17,,,研究250104,外文中,群/Partially,,否/No,
,,032002911,大學英文（二）,College English II,陳佳琦,2.0,tue16-18 tue 16 17,,,季陶340402,外文中,群/Partially,,否/No,
,,032002921,大學英文（二）,College English II,陳佳琦,2.0,wed16-18 wed 16 17,,,季陶340402,外文中,群/Partially,,否/No,
,,032002931,大學英文（二）,College English II,謝思蕾,2.0,tue16-18 tue 16 17,,,綜合270207,外文中,群/Partially,,否/No,
,,032002941,大學英文（二）,College English II,謝思蕾,2.0,wed16-18 wed 16 17,,,百年330406,外文中,群/Partially,,否/No,
,,032002951,大學英文（二）,College English II,林翰儀,2.0,wed16-18 wed 16 17,,,資訊140208,外文中,群/Partially,,否/No,
,,032005001,大學英文（,College English III :,崔正芳,2.0,thu14-16 thu 14 15,,,研究250301,外文中,群/Partially,,否/No,
,,032005011,大學英文（,College English III :,金石平,2.0,tue10-12 tue 10 11,,,季陶340405,外文中,群/Partially,,否/No,
,,032006001,大學英文（,College English III :,蔣宜卿,2.0,thu14-16 thu 14 15,,,研究250202,外文中,群/Partially,,否/No,
,,032007001,大學英文（,College English III :,郭曉蓉,2.0,wed10-12 wed 10 11,,,研究250303,外文中,群/Partially,,否/No,
,,032007011,大學英文（,College English III :,郭曉蓉,2.0,thu08-10 thu 08 09,,,資訊140207,外文中,群/Partially,,否/No,
,,032009001,大學英文（,College English III:,張瀞文,2.0,wed10-12 wed 10 11,,,資訊140205,外文中,群/Partially,,否/No,
,,032010001,大學英文（,College English III:,戚大為,2.0,tue10-12 tue 10 11,,,研究250303,外文中,群/Partially,,否/No,
,,032010011,大學英文（,College English III:,戚大為,2.0,wed10-12 wed 10 11,,,研究250419,外文中,群/Partially,,否/No,
,,032013001,大學英文（,College English III:,賴宇彤,2.0,tue16-18 tue 16 17,,,資訊140305,外文中,群/Partially,,否/No,
,,032013011,大學英文（,College English III:,賴宇彤,2.0,wed16-18 wed 16 17,,,季陶340108,外文中,群/Partially,,否/No,
,,032016001,大學英文（,College English III:,金石平,2.0,wed10-12 wed 10 11,,,季陶340302,外文中,群/Partially,,否/No,
,,032016011,大學英文（,College English III:,金石平,2.0,thu14-16 thu 14 15,,,季陶340402,外文中,群/Partially,,否/No,
,,032017001,大學英文（,College English III:,賴宇彤,2.0,thu13-15 thu 13 14,,,資訊140305,外文中,群/Partially,,否/No,
,,032018001,大學英文（,College English III:,陳佳琦,2.0,thu14-16 thu 14 15,,,學思040301,外文中,群/Partially,,否/No,
,,032019001,大學英文（,College English III:,蘇靖棻,2.0,wed10-12 wed 10 11,,,研究250424,外文中,群/Partially,,否/No,
,,032019011,大學英文（,College English III:,陳綉諭,2.0,thu08-10 thu 08 09,,,綜合270207,外文中,群/Partially,,否/No,
,,032019021,大學英文（,College English III:,陳綉諭,2.0,tue16-18 tue 16 17,,,資訊140207,外文中,群/Partially,,否/No,
,,032023001,大學英文（,College English III :,謝思蕾,2.0,thu10-12 thu 10 11,,,綜合270205,外文中,群/Partially,,否/No,
,,032023011,大學英文（,College English III :,謝思蕾,2.0,thu13-15 thu 13 14,,,綜合270205,外文中,群/Partially,,否/No,
,,032023021,大學英文（,College English III :,陳彩虹,2.0,thu14-16 thu 14 15,,,研究250419,外文中,群/Partially,,否/No,
,,032027001,大學英文（,College English III :,郭曉蓉,2.0,tue16-18 tue 16 17,,,研究250419,外文中,群/Partially,,否/No,
,,032027011,大學英文（,College English III :,陳綉諭,2.0,wed16-18 wed 16 17,,,綜合270207,外文中,群/Partially,,否/No,
,,032027021,大學英文（,College English III :,趙乙勵,2.0,fri10-12 fri 10 11,,,國際360504,外文中,群/Partially,,否/No,
,,032029001,大學英文（三）:,College English III :,張瀞文,2.0,tue16-18 tue 16 17,,,資訊140208,外文中,群/Partially,,否/No,
,,032029011,大學英文（三）:,College English III :,戚大為,2.0,thu14-16 thu 14 15,,,研究250308,外文中,群/Partially,,否/No,
,,032029021,大學英文（三）:,College English III :,張瀞文,2.0,fri10-12 fri 10 11,,,資訊140107,外文中,群/Partially,,否/No,
,,041015001,現代文明的傳統,The Traditional,劉季倫,2.0,wed16-18 wed 16 17,,,資訊140106,歷史系,群/Partially,,否/No,
,,041026011,台灣歷史與文化,History and Culture,曾士榮,2.0,tue16-18 tue 16 17,,,百年330304,台文所,群/Partially,,否/No,
,,041038001,當代台灣旅行文,Contemporary Travel,張惠珍,3.0,wed16-19 wed 16 17 18,,,研究250201,中文系,群/Partially,,否/No,
,,041066001,現代中東政治及,Politics and Economy,劉長政,2.0,wed16-18 wed 16 17,,,資訊140107,阿文系,群/Partially,,否/No,
,,041095001,客家語言與文化,Hakka Language and,賴惠玲,3.0,tue16-19 tue 16 17 18,,,季陶340108,英文系,群/Partially,,否/No,
,,041099011,文明發展與歷史,Development of,金仕起,3.0,"tue12-14,wed16-18 tue 12",,,學思040302,歷史系,群/Partially,,是/Yes,
,,041100001,生命價值與哲學,The Value of Life,劉若韶,3.0,"mon12-14,wed16-18 mon",,,季陶340107,哲學系,群/Partially,,是/Yes,
,,041100031,生命價值與哲學,The Value of Life,鄭光明,3.0,thu16-19 thu 16 17 18,,,研究250103,哲學系,群/Partially,,是/Yes,
,,041110001,自由社會的原理,A Liberal Principle of,何信全,3.0,tue16-19 tue 16 17 18,,,研究250101,哲學系,群/Partially,,否/No,
,,041113001,台灣華語的在地,The Indigenization of,何萬順,2.0,wed16-18 wed 16 17,,,研究250101,語言所,群/Partially,,否/No,
,,041116001,語言與文化：以,Language and,余明忠,3.0,mon16-19 mon 16 17 18,,,井塘020111,英文系,群/Partially,,否/No,
,,041123011,生命探索與宗教,Life Exploration and,李玉珍,3.0,thu16-19 thu 16 17 18,,,大智190101,宗教所,群/Partially,,是/Yes,
,,041131001,從文學看戰後台,Modern history of,崔末順,3.0,wed16-19 wed 16 17 18,,,研究250202,台文所,群/Partially,,否/No,
,,041133001,近代臺灣歷史與,History and Figures,林果顯,3.0,fri12-16 fri 12 13 14 15,,,研究250103,台史所,群/Partially,,是/Yes,
,,041133011,近代臺灣歷史與,History and Figures,鄭麗榕,3.0,thu12-14&16-18 thu 12,,,資訊140306,台史所,群/Partially,,是/Yes,
,,041135001,西方文學經典與,Western Literary,林質心、陳音,3.0,wed16-19 wed 16 17 18,,,研究250206,英文系,群/Partially,,是/Yes,
,,041136001,語言與世界文明,Language  and World,戴智偉,3.0,tue16-19 tue 16 17 18,,,研究250103,語言所,群/Partially,,是/Yes,
,,041136011,語言與世界文明,Language  and World,萬依萍,3.0,mon08-10&12-13 mon 08,,,研究250101,語言所,群/Partially,,是/Yes,
,,041136021,語言與世界文明,Language  and World,黃瓊之,3.0,mon16-19 mon 16 17 18,,,研究250105,語言所,群/Partially,,是/Yes,
,,041138001,中華文化英語課,English Program in,朱靜華,3.0,fri13-16 fri 13 14 15,,,季陶340516,歷史系,群/Partially,,否/No,
,,041141001,日本名著鑑賞,Appreciation of,徐翔生,2.0,mon16-18 mon 16 17,,,研究250201,日文系,群/Partially,,否/No,
,,041145001,藝術欣賞與創作,The Appreciation and,郭力昕,3.0,wed16-19 wed 16 17 18,,,綜合270751,傳播學,群/Partially,,是/Yes,
,,041145011,藝術欣賞與創作,The Appreciation and,鍾適芳,3.0,wed16-19 wed 16 17 18,,,大勇210417,傳播學,群/Partially,,是/Yes,
,,041145021,藝術欣賞與創作,The Appreciation and,王亞維,3.0,wed16-19 wed 16 17 18,,,傳院劇場,傳播學,群/Partially,,是/Yes,
,,041169001,阿拉伯大眾文化,Popular Culture in the,王經仁,2.0,thu16-18 thu 16 17,,,學思040302,阿文系,群/Partially,,否/No,
,,041173001,台灣閩南話與台,Taiwan Southern Min,蕭宇超,3.0,mon16-19 mon 16 17 18,,,研究250419,語言所,群/Partially,,否/No,
,,041174001,法鼓人文講座：,Dharma Drum,周惠民,2.0,fri14-16 fri 14 15,,,舜文大講堂,歷史系,群/Partially,,否/No,
,,041175001,台灣電影與文學,Gender in Taiwan,陳佩甄,3.0,fri13-16 fri 13 14 15,,,資訊140208,台文所,群/Partially,,否/No,
,,042004001,東南亞民族與現,The Current Situation,王雅萍,3.0,wed16-19 wed 16 17 18,,,綜合270103,民族系,群/Partially,,否/No,
,,042015001,全球化下西方社,The Relationship of,唐玉禮,2.0,thu14-16 thu 14 15,,,綜合270202,國發所,群/Partially,,否/No,
,,042015011,全球化下西方社,The Relationship of,唐玉禮,2.0,thu16-18 thu 16 17,,,綜合270202,國發所,群/Partially,,否/No,
,,042023011,女性與政治,The Women and the,白中琫,2.0,mon08-10 mon 08 09,,,綜合270202,國發所,群/Partially,,否/No,
,,042026001,保險糾紛介紹,Introduction of Risk,王正偉,2.0,tue16-18 tue 16 17,,,商館260106,風管系,群/Partially,,否/No,
,,042043021,民族主義與族群,Nationslism and the,白中琫,2.0,wed08-10 wed 08 09,,,綜合270202,國發所,群/Partially,,否/No,
,,042044001,戰爭中的女性,Women in Wars,白中琫,2.0,wed10-12 wed 10 11,,,綜合270202,國發所,群/Partially,,否/No,
,,042051001,經濟全球化與台,Globalization And,陳德昇,2.0,tue16-18 tue 16 17,,,資訊140206,國關通,群/Partially,,否/No,
,,042085001,國家、個人與社,"State, Person and",唐玉禮,2.0,wed14-16 wed 14 15,,,綜合270202,國發所,群/Partially,,否/No,
,,042086001,中華民國憲法與,The Constitution and,白中琫,2.0,tue08-10 tue 08 09,,,綜合270202,國發所,群/Partially,,否/No,
,,042086011,中華民國憲法與,The Constitution and,白中琫,2.0,tue10-12 tue 10 11,,,綜合270202,國發所,群/Partially,,否/No,
,,042089001,從漫畫看日本,From Comic to,蔡增家,2.0,fri14-16 fri 14 15,,,綜合270113,國關通,群/Partially,,否/No,
,,042096001,歐盟的兩岸政策,EU's Policy towards,湯紹成,2.0,tue16-18 tue 16 17,,,資訊140306,國關通,群/Partially,,否/No,
,,042103001,由歷史事件看國,Witness to History: A,郭昕光,2.0,mon08-10 mon 08 09,,,綜合270111,外交系,群/Partially,,否/No,
,,042112091,臺灣政治,Introduction to,彭立忠,3.0,mon16-20 mon 16 17 18,,,大智190101,國發所,群/Partially,,是/Yes,
,,042112101,臺灣政治,Introduction to,李酉潭,3.0,wed10-13 wed 10 11 12,,,大勇210202,國發所,群/Partially,,是/Yes,
,,042116011,生活中的經濟學,Economics in,羅光達,3.0,"tue16-18,fri12-14 tue 16",,,綜合270415,財政系,群/Partially,,是/Yes,
,,042116031,生活中的經濟學,Economics in,陳心蘋,3.0,"wed16-18,fri12-14 wed",,,大智190304,經濟系,群/Partially,,是/Yes,
,,042121001,當代日中台關係,Contemporary Japan-,石原忠浩,2.0,tue16-18 tue 16 17,,,綜合270302,日本碩學,群/Partially,,否/No,
,,042124001,台灣空間發展,Spatial Development,劉小蘭,2.0,mon08-10 mon 08 09,,,綜合270105,地政系,群/Partially,,否/No,
,,042131001,全球經濟與勞工,Labour Issues in the,張其恆,2.0,thu16-18 thu 16 17,,,綜合270106,勞工所,群/Partially,,否/No,
,,042133001,社會學動動腦,Thinking,苗延威,3.0,fri13-16 fri 13 14 15,,,資訊140201,社會系,群/Partially,,是/Yes,
,,042133011,社會學動動腦,Thinking,關秉寅,3.0,fri13-16 fri 13 14 15,,,大勇210205,社會系,群/Partially,,是/Yes,
,,042136001,身心障礙與台灣,Disabilities in Arts,紀大偉,3.0,mon16-19 mon 16 17 18,,,研究250205,台文所,群/Partially,,否/No,
,,042137001,法學素養,Legal Science 101,林佳和,3.0,tue16-19 tue 16 17 18,,,綜合270751,法學院,群/Partially,,是/Yes,
,,042137011,法學素養,Legal Science 101,林良榮,3.0,wed16-19 wed 16 17 18,,,大勇210105,法學院,群/Partially,,是/Yes,
,,042142001,環視全球－挑戰,Global Vision:,楊文琪,3.0,wed16-19 wed 16 17 18,,,大勇210201,國務院,群/Partially,,是/Yes,
,,042156011,中國大陸概論,Introduction to,寇健文,3.0,mon16-19 mon 16 17 18,,,大勇210202,東亞所,群/Partially,,是/Yes,
,,042156031,中國大陸概論,Introduction to,林義鈞,3.0,tue16-19 tue 16 17 18,,,大勇210201,國發所,群/Partially,,是/Yes,
,,042167001,民意調查概論,An Introduction of,陳陸輝,2.0,mon08-10 mon 08 09,,,綜合270205,選研通,群/Partially,,否/No,
,,042176001,從土耳其看世界,The understanding of,熊道天,3.0,wed16-19 wed 16 17 18,,,大仁200101,土文系,群/Partially,,否/No,
,,042178001,視覺影像中的法,Law in Visual Images,江玉林,3.0,thu13-14&16-18 thu 13,,,綜合270303,法學院,群/Partially,,否/No,
,,042179001,運動產業實務,Introduction of Sports,孫秉宏,2.0,mon16-18 mon 16 17,,,資訊140105,體育室,群/Partially,,否/No,
,,042180001,歡迎光臨會計小,“Town of,馬秀如,2.0,fri14-16 fri 14 15,,,商館260102,會計系,群/Partially,,否/No,
,,042181001,教育探索與自我,Education,王素芸,3.0,mon16-19 mon 16 17 18,,,大智190305,教育系,群/Partially,,是/Yes,
,,042181011,教育探索與自我,Education,李淑菁,3.0,wed16-19 wed 16 17 18,,,大勇210106,教育系,群/Partially,,是/Yes,
,,042182001,網路與親密關係,Intimacy and the,康庭瑜,3.0,fri13-16 fri 13 14 15,,,大勇210201,傳播學,群/Partially,,否/No,
,,042183001,歐亞樞紐下的土,Under the Hub of,熊道天,3.0,mon16-19 mon 16 17 18,,,大勇210201,土文系,群/Partially,,否/No,
,,042184001,職業生涯規劃,Introduction to,張昌吉,2.0,thu16-18 thu 16 17,,,綜合270205,勞工所,群/Partially,,否/No,
,,043016001,生活中的生命科,Life Science in the,陳紹寬、詹銘,3.0,tue16-19 tue 16 17 18,,,大智190101,神科所,群/Partially,,是/Yes,
,,043016011,生活中的生命科,Life Science in the,趙知章,3.0,"mon16-18,wed18-20 mon",,,綜合270113,神科所,群/Partially,,是/Yes,
,,043021001,探索遺傳特性,Guide to Genetics,趙知章,2.0,thu16-18 thu 16 17,,,大勇210201,神科所,群/Partially,,否/No,
,,043024001,物理學史與人類,The history of,楊志開,3.0,tue16-19 tue 16 17 18,,,大智190305,應物所,群/Partially,,是/Yes,
,,043025001,大腦與我,The Brain and I,賴桂珍,3.0,"thu18-20,fri08-10 thu 18",,,研究250201,神科所,群/Partially,,是/Yes,
,,043025011,大腦與我,The Brain and I,廖文霖,3.0,"tue16-18,wed12-14 tue 16",,,資訊140105,神科所,群/Partially,,是/Yes,
,,043027001,科技與人文社會,Technology and,鄭至甫、鄭菀,3.0,wed16-19 wed 16 17 18,,,研究250103,科管智財,群/Partially,,是/Yes,
,,043027011,科技與人文社會,Technology and,鄭至甫、鄭菀,3.0,thu16-19 thu 16 17 18,,,綜合270751,科管智財,群/Partially,,是/Yes,
,,043028001,探索數位世界,Exploring the Digital,張家銘,3.0,wed16-18&19-21 wed 16,,,綜合270113,資科系,群/Partially,,是/Yes,
,,043028011,探索數位世界,Exploring the Digital,郭正佩,3.0,mon16-18&19-21 mon 16,,,電算微五室研,資科系,群/Partially,,是/Yes,
,,043030001,數學、邏輯與人,"Mathematics, Logic",曾睿彬,3.0,tue16-19 tue 16 17 18,,,大勇210105,應數系,群/Partially,,是/Yes,
,,043031001,心理與生活,Psychology and Life,孫蒨如,3.0,mon16-19 mon 16 17 18,,,研究250103,心理系,群/Partially,,是/Yes,
,,043031011,心理與生活,Psychology and Life,李怡青,3.0,wed16-19 wed 16 17 18,,,,心理系,群/Partially,,是/Yes,
,,043031021,心理與生活,Psychology and Life,林姿葶,3.0,tue16-19 tue 16 17 18,,,大勇210106,心理系,群/Partially,,是/Yes,
,,043038001,計算思維,Computational,劉吉軒,3.0,thu16-19 thu 16 17 18,,,綜合270105,資科系,群/Partially,,否/No,
,,043039001,程式設計概論,Programming 101,王紹睿,3.0,mon16-20 mon 16 17 18,,,資訊140206資,資科系,群/Partially,,否/No,
,,043039011,程式設計概論,Programming 101,林哲緯,3.0,thu16-18 thu 16 17,,,資訊140206,資科系,群/Partially,,否/No,
,,044006011,基督教與社會,Protestant,郭承天,3.0,mon16-19 mon 16 17 18,,,大勇210206,政治系,群/Partially,,否/No,
,,044008001,民族文學,Ethnic Literature,黃季平,2.0,thu16-18 thu 16 17,,,綜合270302,民族系,群/Partially,,否/No,
,,044015001,歐洲聯盟,Introduction to the,張台麟,2.0,wed16-18 wed 16 17,,,研究250303,歐文學系,群/Partially,,否/No,
,,044022001,俄國文化與社會,Russian Culture and,彭桂英,2.0,mon16-18 mon 16 17,,,綜合270111,斯語系,群/Partially,,否/No,
,,044027001,勞資關係概論,General Discussions,成之約,2.0,mon16-18 mon 16 17,,,大勇210208,勞工所,群/Partially,,否/No,
,,044041001,台灣原住民,Taiwan Aborigines,張慧端,3.0,wed16-19 wed 16 17 18,,,綜合270302,民族系,群/Partially,,否/No,
,,044042001,性別教育你我他,Gender Equity,周祝瑛,2.0,wed16-18 wed 16 17,,,研究250105,教育系,群/Partially,,否/No,
,,044044001,台灣經濟史概論,Introduction to,李為楨,2.0,tue16-18 tue 16 17,,,學思040107,台史所,群/Partially,,否/No,
,,044046001,自我．身體．文,"The Self, Body and",李衣雲,2.0,wed16-18 wed 16 17,,,資訊140307,台史所,群/Partially,,否/No,
,,044049001,電影與國際關係,Movie and,蔡增家,3.0,fri16-19 fri 16 17 18,,,綜合270113,國關通,群/Partially,,否/No,
,,044056001,戰爭與和平：二,War and Peace : East,陳文賢,2.0,wed16-18 wed 16 17,,,綜合270105,台史所,群/Partially,,否/No,
,,044066001,從電影認識精神,Learning mental,宋麗玉,3.0,tue16-19 tue 16 17 18,,,大勇210205,社工所,群/Partially,,否/No,
,,044084001,動物與人類社會,Animals and Human,鄭麗榕,2.0,tue16-18 tue 16 17,,,,台史所,群/Partially,,否/No,
,,044091001,東南亞智慧生活,Introduction to Smart,楊昊、蔡子,3.0,tue16-19 tue 16 17 18,,,大勇210208,東亞所,群/Partially,,否/No,
,,044092001,日本次文化與遊,Subculture of Japan,黃錦容,2.0,thu16-18 thu 16 17,,,學思040202,日文系,群/Partially,,否/No,
,,044094001,願景管理,Vision Managment,江明修,3.0,tue16-19 tue 16 17 18,,,綜合270307,公行系,群/Partially,,否/No,
,,044095001,西方眼中的中國,Western Images of,周一騰,2.0,wed16-18 wed 16 17,,,季陶340414,歷史系,群/Partially,,否/No,
